model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 3 Series,2014,11740.0,Manual,81838,Diesel,125,57.6,2.0
 2 Series,2017,16498.0,Semi-Auto,22056,Diesel,145,64.2,2.0
 3 Series,2019,29950.0,Semi-Auto,4629,Diesel,150,48.7,2.0
 1 Series,2019,30950.0,Semi-Auto,5453,Petrol,150,34.5,2.0
 2 Series,2019,22950.0,Semi-Auto,7477,Petrol,150,47.9,2.0
 5 Series,2019,27950.0,Semi-Auto,9239,Hybrid,150,62.8,2.0
 1 Series,2018,15950.0,Semi-Auto,17200,Diesel,150,44.1,2.0
 X3,2020,34950.0,Semi-Auto,2500,Diesel,145,54.3,2.0
 X3,2019,34950.0,Semi-Auto,5492,Diesel,145,54.3,2.0
 3 Series,2017,18738.0,Semi-Auto,20422,Diesel,150,60.1,2.0
 X3,2013,12291.0,Semi-Auto,75395,Diesel,160,50.4,2.0
 3 Series,2013,10991.0,Manual,68067,Diesel,125,57.6,2.0
 1 Series,2017,13495.0,Manual,25491,Diesel,150,68.9,2.0
 3 Series,2015,14950.0,Manual,44538,Diesel,125,57.6,2.0
 2 Series,2020,35250.0,Semi-Auto,100,Diesel,150,49.6,2.0
 1 Series,2019,19950.0,Semi-Auto,11686,Diesel,145,48.7,2.0
 2 Series,2019,21950.0,Semi-Auto,15470,Diesel,150,47.1,2.0
 3 Series,2017,20799.0,Semi-Auto,19559,Petrol,145,48.7,2.0
 4 Series,2018,21290.0,Automatic,3475,Petrol,145,45.6,2.0
 2 Series,2016,13950.0,Semi-Auto,35292,Diesel,125,61.4,2.0
 1 Series,2017,17950.0,Semi-Auto,17988,Diesel,145,61.4,2.0
 X2,2019,27950.0,Semi-Auto,7419,Diesel,145,58.9,2.0
 Z4,2019,31450.0,Semi-Auto,8626,Petrol,145,38.7,2.0
 3 Series,2017,15290.0,Semi-Auto,61610,Petrol,145,48.7,2.0
 3 Series,2016,13240.0,Manual,23255,Petrol,150,48.7,2.0
 4 Series,2017,16395.0,Semi-Auto,48360,Diesel,145,65.7,2.0
 X3,2016,23450.0,Semi-Auto,23961,Diesel,145,54.3,2.0
 5 Series,2019,32950.0,Semi-Auto,101,Diesel,145,55.4,2.0
 5 Series,2019,30750.0,Semi-Auto,101,Diesel,145,60.1,2.0
 5 Series,2019,31750.0,Semi-Auto,101,Hybrid,145,60.1,2.0
 4 Series,2019,28750.0,Semi-Auto,101,Diesel,145,58.9,2.0
 4 Series,2020,26950.0,Semi-Auto,2755,Diesel,145,65.7,2.0
 2 Series,2017,16298.0,Semi-Auto,23388,Diesel,145,64.2,2.0
 1 Series,2019,20998.0,Semi-Auto,13942,Diesel,150,60.1,2.0
 X1,2014,11298.0,Semi-Auto,33046,Diesel,160,52.3,2.0
 Z4,2019,32950.0,Semi-Auto,8031,Petrol,145,37.2,2.0
 1 Series,2019,19950.0,Semi-Auto,9859,Diesel,145,67.3,2.0
 2 Series,2016,18990.0,Automatic,11854,Diesel,145,55.4,2.0
 5 Series,2019,28450.0,Semi-Auto,101,Petrol,145,50.4,2.0
 2 Series,2019,21950.0,Manual,2639,Diesel,145,64.2,2.0
 X3,2019,32450.0,Semi-Auto,4125,Diesel,145,54.3,2.0
 1 Series,2020,27950.0,Semi-Auto,100,Diesel,145,51.4,2.0
 X1,2019,28950.0,Semi-Auto,3759,Diesel,145,50.4,2.0
 5 Series,2019,30950.0,Semi-Auto,3795,Diesel,145,55.4,2.0
 3 Series,2019,30950.0,Semi-Auto,4112,Diesel,145,49.6,2.0
 X3,2016,19950.0,Semi-Auto,42379,Diesel,145,54.3,2.0
 1 Series,2017,13760.0,Manual,24389,Diesel,145,65.7,2.0
 5 Series,2019,29950.0,Semi-Auto,4043,Diesel,145,60.1,2.0
 1 Series,2018,14995.0,Semi-Auto,17000,Diesel,145,67.3,2.0
 3 Series,2018,18695.0,Automatic,25876,Diesel,145,64.2,2.0
 3 Series,2018,18157.0,Automatic,28438,Diesel,145,62.8,2.0
 X1,2016,19100.0,Automatic,28785,Diesel,125,57.6,2.0
 4 Series,2017,18997.0,Semi-Auto,11328,Petrol,145,48.7,2.0
 4 Series,2016,19950.0,Semi-Auto,37897,Diesel,125,60.1,2.0
 X2,2019,27950.0,Semi-Auto,7946,Diesel,150,58.9,2.0
 1 Series,2020,32972.0,Semi-Auto,151,Petrol,150,34.5,2.0
 X3,2018,30980.0,Semi-Auto,4813,Diesel,145,54.3,2.0
 5 Series,2018,24999.0,Automatic,24501,Diesel,145,60.1,2.0
 3 Series,2020,28950.0,Semi-Auto,300,Petrol,145,42.2,2.0
 X3,2014,19950.0,Semi-Auto,23693,Diesel,145,54.3,2.0
 5 Series,2019,31950.0,Semi-Auto,1355,Diesel,145,55.4,2.0
 2 Series,2015,13950.0,Semi-Auto,68787,Diesel,125,57.6,2.0
 3 Series,2019,23450.0,Semi-Auto,11629,Diesel,145,62.8,2.0
 1 Series,2019,19950.0,Semi-Auto,10102,Diesel,145,48.7,2.0
 3 Series,2019,21450.0,Semi-Auto,14009,Diesel,150,55.4,2.0
 3 Series,2019,21450.0,Semi-Auto,11706,Diesel,150,55.4,2.0
 X4,2019,34950.0,Semi-Auto,5763,Diesel,150,42.8,2.0
 2 Series,2015,17541.0,Semi-Auto,26035,Petrol,165,44.1,2.0
 1 Series,2017,14951.0,Semi-Auto,18852,Diesel,150,70.6,2.0
 3 Series,2018,22021.0,Semi-Auto,26821,Diesel,150,64.2,2.0
 5 Series,2019,36951.0,Semi-Auto,7218,Petrol,150,46.3,2.0
 2 Series,2016,15950.0,Semi-Auto,43911,Diesel,145,55.4,2.0
 X1,2020,29950.0,Semi-Auto,35,Diesel,145,40.9,2.0
 X3,2019,31950.0,Semi-Auto,7721,Diesel,145,54.3,2.0
 X1,2019,26450.0,Semi-Auto,8643,Diesel,145,50.4,2.0
 4 Series,2018,24401.0,Semi-Auto,9049,Diesel,150,58.9,2.0
 X2,2019,36451.0,Semi-Auto,2975,Petrol,150,34.0,2.0
 X2,2019,34910.0,Semi-Auto,4577,Petrol,145,39.2,2.0
 X1,2019,32940.0,Semi-Auto,5642,Petrol,145,37.7,2.0
 3 Series,2018,16950.0,Manual,19041,Diesel,145,67.3,2.0
 3 Series,2020,28450.0,Semi-Auto,101,Diesel,145,50.4,2.0
 X3,2019,32509.0,Semi-Auto,9000,Diesel,145,54.3,2.0
 X2,2019,24543.0,Semi-Auto,3412,Petrol,145,38.7,2.0
 1 Series,2017,16770.0,Automatic,22848,Petrol,145,47.9,2.0
 X1,2016,18727.0,Automatic,16318,Petrol,160,44.8,2.0
 5 Series,2015,10400.0,Manual,73227,Diesel,125,61.4,2.0
 4 Series,2014,15050.0,Semi-Auto,26973,Diesel,125,60.1,2.0
 1 Series,2019,33150.0,Semi-Auto,4902,Diesel,145,51.4,2.0
 6 Series,2019,41980.0,Semi-Auto,4028,Diesel,145,42.2,2.0
 2 Series,2019,31410.0,Semi-Auto,3104,Petrol,145,47.9,2.0
 X2,2019,29542.0,Semi-Auto,5564,Petrol,145,39.8,2.0
 X1,2015,10912.0,Semi-Auto,82455,Diesel,160,52.3,2.0
 4 Series,2019,27125.0,Semi-Auto,5046,Diesel,145,65.7,2.0
 X1,2017,23032.0,Semi-Auto,19340,Diesel,145,57.6,2.0
 X1,2016,18211.0,Semi-Auto,52889,Diesel,125,57.6,2.0
 3 Series,2013,12822.0,Manual,9276,Petrol,160,44.8,2.0
 3 Series,2019,25842.0,Semi-Auto,4238,Diesel,145,52.3,2.0
 X1,2018,22632.0,Semi-Auto,14852,Diesel,145,60.1,2.0
 1 Series,2017,15381.0,Semi-Auto,74652,Diesel,125,60.1,2.0
 4 Series,2019,27591.0,Manual,5303,Diesel,150,62.8,2.0
 2 Series,2019,24196.0,Semi-Auto,2421,Petrol,145,47.9,2.0
 4 Series,2018,21302.0,Automatic,17768,Diesel,145,65.7,2.0
 X3,2013,15341.0,Semi-Auto,68729,Diesel,165,50.4,2.0
 3 Series,2015,14051.0,Semi-Auto,68704,Diesel,125,58.9,2.0
 4 Series,2016,19216.0,Automatic,25798,Petrol,160,44.1,2.0
 5 Series,2017,21946.0,Automatic,38410,Petrol,145,48.7,2.0
 4 Series,2019,22766.0,Automatic,5767,Petrol,145,48.7,2.0
 X1,2018,19300.0,Manual,15209,Diesel,145,52.3,2.0
 1 Series,2016,15480.0,Automatic,30900,Petrol,145,47.9,2.0
 4 Series,2018,19991.0,Semi-Auto,8018,Petrol,145,44.1,2.0
 5 Series,2017,22899.0,Semi-Auto,33046,Diesel,145,64.2,2.0
 X1,2016,15500.0,Manual,37000,Diesel,125,60.1,2.0
 X1,2016,16700.0,Semi-Auto,44000,Diesel,145,55.4,2.0
 X1,2017,18890.0,Semi-Auto,21113,Diesel,145,65.7,2.0
 1 Series,2017,13500.0,Manual,34500,Diesel,150,65.7,2.0
 X1,2016,18650.0,Automatic,29330,Diesel,145,55.4,2.0
 5 Series,2019,31580.0,Automatic,8612,Petrol,145,48.7,2.0
 3 Series,2019,27710.0,Semi-Auto,9545,Diesel,145,52.3,2.0
 3 Series,2020,33995.0,Semi-Auto,10,Diesel,145,53.3,2.0
 3 Series,2019,29990.0,Semi-Auto,5604,Petrol,145,40.9,2.0
 X1,2017,18995.0,Semi-Auto,32300,Diesel,150,57.6,2.0
 2 Series,2018,17000.0,Manual,19566,Diesel,145,54.3,2.0
 X1,2018,24081.0,Semi-Auto,13245,Diesel,150,60.1,2.0
 5 Series,2019,37921.0,Semi-Auto,6311,Petrol,150,46.3,2.0
 1 Series,2019,30240.0,Automatic,7791,Petrol,145,34.5,2.0
 X3,2019,43740.0,Automatic,3280,Diesel,145,54.3,2.0
 4 Series,2019,23270.0,Automatic,5865,Petrol,145,48.7,2.0
 1 Series,2019,27190.0,Manual,5382,Diesel,145,53.3,2.0
 1 Series,2019,31200.0,Automatic,9516,Diesel,145,48.7,2.0
 2 Series,2019,29960.0,Semi-Auto,5720,Diesel,145,49.6,2.0
 2 Series,2017,18100.0,Semi-Auto,20319,Petrol,145,48.7,2.0
 3 Series,2018,18690.0,Semi-Auto,29748,Diesel,145,60.1,2.0
 3 Series,2018,18500.0,Semi-Auto,26937,Diesel,145,64.2,2.0
 2 Series,2019,19949.0,Manual,14219,Diesel,145,51.4,2.0
 X1,2018,16500.0,Manual,27041,Diesel,145,68.9,2.0
 3 Series,2019,27990.0,Manual,4465,Diesel,145,54.3,2.0
 3 Series,2019,29995.0,Semi-Auto,1425,Petrol,145,42.2,2.0
 3 Series,2019,27990.0,Semi-Auto,5600,Diesel,145,52.3,2.0
 5 Series,2019,29990.0,Semi-Auto,3117,Petrol,145,50.4,2.0
 2 Series,2020,30995.0,Semi-Auto,1501,Diesel,145,48.7,2.0
 4 Series,2020,37995.0,Semi-Auto,1501,Diesel,145,58.9,2.0
 5 Series,2020,33995.0,Semi-Auto,1501,Hybrid,145,49.6,2.0
 X1,2017,19790.0,Semi-Auto,22579,Petrol,160,44.8,2.0
 3 Series,2019,31490.0,Manual,4503,Diesel,150,54.3,2.0
 3 Series,2018,17490.0,Manual,12311,Diesel,150,62.8,2.0
 X1,2016,17990.0,Semi-Auto,25216,Diesel,125,60.1,2.0
 3 Series,2019,28990.0,Semi-Auto,6,Petrol,145,42.2,2.0
 3 Series,2019,28990.0,Semi-Auto,7322,Diesel,145,52.3,2.0
 X3,2019,33990.0,Semi-Auto,38,Diesel,145,54.3,2.0
 4 Series,2019,27990.0,Semi-Auto,6051,Diesel,145,65.7,2.0
 2 Series,2016,17240.0,Semi-Auto,25653,Diesel,125,60.1,2.0
 4 Series,2014,12990.0,Semi-Auto,52135,Diesel,125,61.4,2.0
 3 Series,2019,29990.0,Semi-Auto,4210,Petrol,150,40.9,2.0
 2 Series,2018,20360.0,Automatic,8370,Petrol,145,36.2,2.0
 4 Series,2016,19595.0,Semi-Auto,9647,Petrol,160,44.1,2.0
 3 Series,2019,32990.0,Semi-Auto,4758,Diesel,145,49.6,2.0
 2 Series,2018,19990.0,Semi-Auto,21691,Petrol,145,47.9,2.0
 2 Series,2017,17990.0,Semi-Auto,8693,Petrol,145,50.4,2.0
 3 Series,2019,30990.0,Semi-Auto,3165,Diesel,145,52.3,2.0
 2 Series,2017,15995.0,Semi-Auto,29006,Diesel,150,68.9,2.0
 4 Series,2017,19250.0,Semi-Auto,14500,Petrol,145,48.7,2.0
 3 Series,2019,36990.0,Semi-Auto,4314,Petrol,145,40.4,2.0
 X3,2019,35990.0,Semi-Auto,15,Diesel,145,54.3,2.0
 X3,2019,35995.0,Semi-Auto,4421,Diesel,145,54.3,2.0
 X4,2019,37995.0,Semi-Auto,5809,Diesel,145,42.8,2.0
 3 Series,2019,28990.0,Semi-Auto,3811,Diesel,145,52.3,2.0
 2 Series,2020,29995.0,Semi-Auto,1501,Petrol,145,47.9,2.0
 X2,2020,29995.0,Semi-Auto,1501,Petrol,145,38.7,2.0
 X1,2020,34995.0,Semi-Auto,1501,Diesel,145,50.4,2.0
 X1,2020,30995.0,Semi-Auto,1501,Diesel,145,50.4,2.0
 4 Series,2019,25990.0,Semi-Auto,2028,Diesel,145,65.7,2.0
 3 Series,2020,32995.0,Semi-Auto,1501,Diesel,145,50.4,2.0
 X1,2016,15995.0,Semi-Auto,50131,Diesel,125,60.1,2.0
 3 Series,2016,15750.0,Manual,34484,Diesel,125,58.9,2.0
 X1,2017,18990.0,Semi-Auto,34697,Diesel,145,55.4,2.0
 2 Series,2019,21995.0,Semi-Auto,3682,Petrol,145,47.9,2.0
 X2,2020,28995.0,Semi-Auto,10,Diesel,145,58.9,2.0
 2 Series,2019,24990.0,Semi-Auto,4155,Diesel,145,65.7,2.0
 X3,2019,35995.0,Automatic,3800,Diesel,145,54.3,2.0
 X2,2018,22500.0,Semi-Auto,34697,Diesel,145,58.9,2.0
 3 Series,2019,27500.0,Semi-Auto,9262,Diesel,145,52.3,2.0
 3 Series,2019,25444.0,Automatic,13033,Petrol,145,42.2,2.0
 3 Series,2019,23250.0,Semi-Auto,11659,Diesel,145,55.4,2.0
 3 Series,2019,23250.0,Semi-Auto,12045,Diesel,145,55.4,2.0
 4 Series,2019,35999.0,Automatic,1500,Diesel,145,60.1,2.0
 5 Series,2019,31950.0,Automatic,3500,Petrol,145,50.4,2.0
 1 Series,2020,27995.0,Manual,2500,Diesel,145,53.3,2.0
 3 Series,2019,35995.0,Automatic,17188,Diesel,145,49.6,2.0
 X1,2019,31995.0,Automatic,9500,Diesel,145,52.3,2.0
 3 Series,2019,28444.0,Automatic,5500,Petrol,145,42.2,2.0
 5 Series,2019,32499.0,Automatic,9222,Diesel,145,65.7,2.0
 4 Series,2019,29999.0,Automatic,3403,Diesel,145,60.1,2.0
 3 Series,2020,36650.0,Automatic,4500,Diesel,145,49.6,2.0
 2 Series,2019,22499.0,Manual,6772,Diesel,145,60.1,2.0
 3 Series,2019,27995.0,Semi-Auto,2317,Diesel,150,52.3,2.0
 3 Series,2019,33444.0,Automatic,3725,Diesel,145,50.4,2.0
 3 Series,2020,36995.0,Automatic,4500,Diesel,145,50.4,2.0
 X3,2020,33995.0,Semi-Auto,1501,Diesel,145,54.3,2.0
 4 Series,2019,26444.0,Automatic,6500,Diesel,145,65.7,2.0
 4 Series,2019,29995.0,Automatic,4837,Diesel,145,65.7,2.0
 4 Series,2019,30995.0,Automatic,4500,Diesel,145,58.9,2.0
 4 Series,2019,29995.0,Automatic,4500,Diesel,145,58.9,2.0
 3 Series,2019,30888.0,Automatic,6500,Diesel,145,52.3,2.0
 4 Series,2019,27999.0,Automatic,5891,Diesel,145,65.7,2.0
 2 Series,2019,25995.0,Automatic,6500,Diesel,145,46.3,2.0
 X1,2019,30995.0,Semi-Auto,1501,Diesel,145,52.3,2.0
 3 Series,2019,29990.0,Manual,16,Diesel,145,54.3,2.0
 X3,2019,33990.0,Semi-Auto,5434,Diesel,145,54.3,2.0
 3 Series,2017,19995.0,Semi-Auto,28243,Diesel,145,60.1,2.0
 4 Series,2019,29999.0,Automatic,8914,Diesel,145,65.7,2.0
 2 Series,2017,17990.0,Semi-Auto,15630,Diesel,145,62.8,2.0
 3 Series,2019,31995.0,Automatic,13978,Diesel,145,52.3,2.0
 4 Series,2019,30995.0,Automatic,1500,Petrol,145,48.7,2.0
 X3,2019,38995.0,Automatic,6527,Diesel,145,54.3,2.0
 5 Series,2016,12990.0,Manual,54820,Diesel,125,60.1,2.0
 3 Series,2013,11900.0,Semi-Auto,17332,Petrol,165,47.1,2.0
 3 Series,2019,31995.0,Semi-Auto,4995,Diesel,145,52.3,2.0
 5 Series,2019,34990.0,Semi-Auto,1800,Petrol,145,47.9,2.0
 4 Series,2019,25995.0,Semi-Auto,3144,Petrol,145,45.6,2.0
 4 Series,2016,18000.0,Semi-Auto,36660,Diesel,125,58.9,2.0
 3 Series,2019,23990.0,Semi-Auto,7015,Diesel,145,53.3,2.0
 3 Series,2017,17950.0,Manual,18799,Diesel,145,64.2,2.0
 1 Series,2019,19999.0,Semi-Auto,16106,Diesel,145,67.3,2.0
 4 Series,2016,16440.0,Semi-Auto,40340,Petrol,145,48.7,2.0
 3 Series,2015,15100.0,Semi-Auto,34500,Petrol,160,46.3,2.0
 X1,2019,24449.0,Semi-Auto,5336,Diesel,145,60.1,2.0
 X2,2019,28499.0,Semi-Auto,8550,Diesel,145,48.7,2.0
 Z4,2019,32449.0,Semi-Auto,2485,Petrol,145,38.7,2.0
 X4,2019,34999.0,Semi-Auto,9829,Diesel,145,42.8,2.0
 X3,2019,31999.0,Semi-Auto,6624,Diesel,145,54.3,2.0
 X3,2019,31990.0,Semi-Auto,7115,Diesel,145,54.3,2.0
 Z4,2019,33990.0,Semi-Auto,8810,Petrol,145,37.2,2.0
 X1,2019,27990.0,Semi-Auto,8521,Diesel,145,60.1,2.0
 X2,2019,34995.0,Automatic,8728,Petrol,145,34.0,2.0
 1 Series,2019,20222.0,Automatic,7407,Petrol,145,47.9,2.0
 X4,2019,39995.0,Automatic,5505,Diesel,145,42.8,2.0
 3 Series,2019,32995.0,Automatic,4500,Diesel,145,50.4,2.0
 3 Series,2019,35450.0,Automatic,6500,Diesel,145,50.4,2.0
 3 Series,2019,22495.0,Semi-Auto,8886,Diesel,145,67.3,2.0
 5 Series,2016,17450.0,Semi-Auto,41123,Diesel,125,60.1,2.0
 X2,2019,29999.0,Automatic,6695,Diesel,145,58.9,2.0
 3 Series,2019,28995.0,Automatic,16367,Diesel,145,52.3,2.0
 1 Series,2019,31950.0,Semi-Auto,8600,Petrol,145,34.5,2.0
 3 Series,2018,21495.0,Semi-Auto,23000,Diesel,145,62.8,2.0
 2 Series,2016,16950.0,Semi-Auto,47385,Petrol,160,47.1,2.0
 3 Series,2019,27888.0,Semi-Auto,10268,Diesel,150,52.3,2.0
 3 Series,2019,26995.0,Semi-Auto,11355,Diesel,150,52.3,2.0
 3 Series,2019,28995.0,Automatic,8446,Diesel,145,52.3,2.0
 X1,2018,23450.0,Automatic,18487,Diesel,145,60.1,2.0
 3 Series,2019,35995.0,Automatic,5500,Petrol,145,39.8,2.0
 X3,2020,37495.0,Automatic,4500,Diesel,145,54.3,2.0
 5 Series,2020,32495.0,Semi-Auto,931,Hybrid,145,49.6,2.0
 X1,2020,30495.0,Semi-Auto,3530,Diesel,145,40.9,2.0
 1 Series,2017,16444.0,Semi-Auto,20848,Petrol,145,48.7,2.0
 3 Series,2018,20995.0,Semi-Auto,19252,Diesel,145,64.2,2.0
 X1,2017,20495.0,Semi-Auto,16665,Diesel,125,57.6,2.0
 5 Series,2019,29995.0,Semi-Auto,9848,Petrol,150,48.7,2.0
 5 Series,2019,29999.0,Semi-Auto,6737,Petrol,150,48.7,2.0
 3 Series,2019,27888.0,Semi-Auto,10430,Diesel,150,52.3,2.0
 4 Series,2018,21250.0,Automatic,14238,Diesel,145,65.7,2.0
 2 Series,2019,26995.0,Automatic,2630,Diesel,145,49.6,2.0
 X2,2019,35999.0,Automatic,6026,Petrol,145,34.0,2.0
 5 Series,2019,31444.0,Automatic,2404,Diesel,145,65.7,2.0
 5 Series,2019,34999.0,Automatic,7195,Diesel,145,60.1,2.0
 3 Series,2019,26995.0,Semi-Auto,10624,Petrol,150,42.2,2.0
 5 Series,2019,25995.0,Semi-Auto,7554,Petrol,150,50.4,2.0
 3 Series,2019,26995.0,Semi-Auto,12399,Diesel,150,52.3,2.0
 3 Series,2019,26995.0,Semi-Auto,8021,Diesel,150,52.3,2.0
 3 Series,2019,27888.0,Semi-Auto,10622,Diesel,150,52.3,2.0
 3 Series,2019,24500.0,Semi-Auto,10125,Petrol,150,47.9,2.0
 3 Series,2019,24995.0,Semi-Auto,7585,Petrol,150,47.9,2.0
 3 Series,2020,32995.0,Automatic,4000,Diesel,145,50.4,2.0
 1 Series,2020,26995.0,Automatic,1500,Diesel,145,51.4,2.0
 X3,2020,37999.0,Automatic,2789,Diesel,145,54.3,2.0
 X1,2020,32995.0,Automatic,1593,Diesel,145,50.4,2.0
 5 Series,2019,26990.0,Automatic,7824,Petrol,145,50.4,2.0
 3 Series,2019,28888.0,Automatic,9267,Diesel,145,52.3,2.0
 4 Series,2019,29999.0,Automatic,1500,Petrol,145,45.6,2.0
 1 Series,2019,20999.0,Semi-Auto,7351,Diesel,145,68.9,2.0
 2 Series,2015,14950.0,Manual,46555,Diesel,125,60.1,2.0
 3 Series,2019,23450.0,Semi-Auto,13713,Petrol,150,48.7,2.0
 3 Series,2020,33995.0,Automatic,10,Diesel,145,50.4,2.0
 1 Series,2020,34999.0,Automatic,197,Diesel,145,48.7,2.0
 Z4,2020,35995.0,Automatic,2500,Petrol,145,38.7,2.0
 X3,2013,15000.0,Semi-Auto,54150,Diesel,165,50.4,2.0
 1 Series,2017,15850.0,Manual,39806,Diesel,145,62.8,2.0
 X1,2017,21995.0,Manual,15900,Diesel,145,60.1,2.0
 1 Series,2017,16270.0,Semi-Auto,46440,Petrol,145,47.9,2.0
 X1,2016,15270.0,Manual,55000,Diesel,125,58.9,2.0
 X1,2017,18990.0,Semi-Auto,32420,Diesel,145,55.4,2.0
 3 Series,2013,12330.0,Semi-Auto,10050,Petrol,160,47.1,2.0
 X4,2015,19660.0,Semi-Auto,52020,Diesel,145,54.3,2.0
 3 Series,2017,15290.0,Semi-Auto,61610,Petrol,150,48.7,2.0
 3 Series,2015,11990.0,Manual,78053,Petrol,165,44.8,2.0
 3 Series,2018,18495.0,Semi-Auto,26231,Diesel,145,64.2,2.0
 X1,2016,17567.0,Manual,23557,Diesel,125,58.9,2.0
 5 Series,2020,35995.0,Automatic,2500,Hybrid,145,62.8,2.0
 4 Series,2020,32583.0,Automatic,2500,Petrol,145,48.7,2.0
 1 Series,2020,32495.0,Automatic,10,Diesel,145,48.7,2.0
 X2,2020,34999.0,Automatic,1217,Diesel,145,58.9,2.0
 X4,2020,40995.0,Automatic,10,Diesel,145,42.8,2.0
 X2,2020,37995.0,Automatic,2500,Petrol,145,34.0,2.0
 3 Series,2017,17540.0,Automatic,35630,Diesel,145,62.8,2.0
 1 Series,2017,14600.0,Semi-Auto,37566,Diesel,150,67.3,2.0
 X1,2016,15991.0,Manual,39917,Diesel,125,58.9,2.0
 X1,2016,17900.0,Semi-Auto,18713,Diesel,150,55.4,2.0
 4 Series,2016,19950.0,Automatic,20600,Diesel,125,60.1,2.0
 4 Series,2019,27450.0,Semi-Auto,6124,Petrol,150,45.6,2.0
 4 Series,2017,20450.0,Semi-Auto,26680,Petrol,150,45.6,2.0
 3 Series,2018,16950.0,Semi-Auto,27641,Diesel,150,65.7,2.0
 3 Series,2019,25450.0,Semi-Auto,9368,Diesel,150,52.3,2.0
 3 Series,2017,19450.0,Semi-Auto,31508,Diesel,150,62.8,2.0
 1 Series,2020,27495.0,Semi-Auto,1500,Diesel,145,51.4,2.0
 3 Series,2020,33495.0,Semi-Auto,4500,Diesel,145,48.7,2.0
 X1,2017,18950.0,Semi-Auto,40519,Diesel,125,57.6,2.0
 2 Series,2018,19950.0,Semi-Auto,27312,Diesel,145,57.6,2.0
 1 Series,2018,18450.0,Semi-Auto,14324,Diesel,150,49.6,2.0
 5 Series,2020,31995.0,Semi-Auto,6000,Hybrid,145,60.1,2.0
 3 Series,2020,34995.0,Semi-Auto,10,Diesel,145,49.6,2.0
 X2,2020,32495.0,Semi-Auto,1255,Diesel,145,58.9,2.0
 5 Series,2020,34995.0,Semi-Auto,10,Hybrid,145,49.6,2.0
 1 Series,2020,31495.0,Semi-Auto,1250,Diesel,145,48.7,2.0
 3 Series,2020,33995.0,Semi-Auto,4500,Diesel,145,50.4,2.0
 3 Series,2020,36495.0,Semi-Auto,789,Diesel,145,49.6,2.0
 2 Series,2020,25450.0,Semi-Auto,6,Diesel,145,49.6,2.0
 5 Series,2020,29950.0,Semi-Auto,9,Hybrid,145,49.6,2.0
 3 Series,2019,25450.0,Semi-Auto,11208,Diesel,145,52.3,2.0
 X3,2019,34450.0,Semi-Auto,5015,Diesel,145,54.3,2.0
 X2,2019,31950.0,Semi-Auto,6801,Diesel,145,58.9,2.0
 1 Series,2018,13450.0,Manual,33113,Diesel,150,68.9,2.0
 3 Series,2019,31450.0,Semi-Auto,4618,Diesel,150,52.3,2.0
 X4,2019,42450.0,Semi-Auto,10910,Diesel,150,42.8,2.0
 4 Series,2019,25950.0,Semi-Auto,11259,Diesel,150,60.1,2.0
 X3,2015,20950.0,Semi-Auto,28416,Diesel,150,54.3,2.0
 3 Series,2018,21450.0,Semi-Auto,16244,Petrol,150,48.7,2.0
 5 Series,2019,38450.0,Automatic,14522,Diesel,145,62.8,2.0
 3 Series,2019,22950.0,Semi-Auto,6414,Diesel,145,62.8,2.0
 2 Series,2019,23450.0,Semi-Auto,3564,Petrol,145,50.4,2.0
 X1,2016,16950.0,Semi-Auto,35900,Diesel,125,60.1,2.0
 4 Series,2017,18700.0,Semi-Auto,21950,Diesel,145,65.7,2.0
 3 Series,2017,17150.0,Semi-Auto,35825,Diesel,145,62.8,2.0
 X1,2018,16470.0,Manual,27041,Diesel,150,68.9,2.0
 X2,2019,26499.0,Manual,2424,Diesel,145,49.6,2.0
 3 Series,2019,27999.0,Semi-Auto,7035,Diesel,145,48.7,2.0
 2 Series,2019,21999.0,Semi-Auto,9957,Diesel,145,49.6,2.0
 6 Series,2019,31999.0,Semi-Auto,7994,Petrol,145,42.8,2.0
 2 Series,2019,23999.0,Semi-Auto,6883,Petrol,145,47.9,2.0
 5 Series,2019,39999.0,Semi-Auto,5877,Diesel,145,60.1,2.0
 X3,2019,36999.0,Automatic,1500,Diesel,145,54.3,2.0
 X3,2019,36999.0,Automatic,7105,Diesel,145,54.3,2.0
 4 Series,2019,32995.0,Manual,3500,Petrol,145,46.3,2.0
 3 Series,2014,12450.0,Manual,56523,Diesel,125,57.6,2.0
 X3,2016,22950.0,Semi-Auto,9214,Diesel,150,54.3,2.0
 4 Series,2019,26950.0,Semi-Auto,3849,Diesel,145,60.1,2.0
 X2,2019,26450.0,Manual,3172,Diesel,145,55.4,2.0
 4 Series,2019,26950.0,Semi-Auto,4842,Diesel,145,60.1,2.0
 4 Series,2019,26950.0,Semi-Auto,8812,Diesel,145,60.1,2.0
 Z4,2019,27450.0,Semi-Auto,7363,Petrol,145,38.2,2.0
 4 Series,2019,33495.0,Automatic,99,Petrol,145,48.7,2.0
 X3,2019,36995.0,Automatic,3500,Diesel,145,54.3,2.0
 X3,2019,34950.0,Automatic,5325,Diesel,145,54.3,2.0
 X3,2019,36950.0,Automatic,2500,Diesel,145,54.3,2.0
 X3,2019,35999.0,Automatic,7000,Diesel,145,54.3,2.0
 2 Series,2019,20950.0,Manual,4434,Diesel,145,64.2,2.0
 1 Series,2018,19950.0,Semi-Auto,9271,Petrol,145,47.9,2.0
